This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"HRPSD","Harrison Par",-116.5606,33.0396,1484,"MESOWEST","209693"
"WSYSD","West Santa Y",-116.6897,33.0868,1007,"MESOWEST","209694"
"BNASD","Barona",-116.8760,32.9344,401,"MESOWEST","209696"
"DEA","Dead Man Can",-113.0598,43.6251,1557,"MESOWEST","209697"
"NPTSD","North Potrer",-116.5849,32.6298,773,"MESOWEST","209698"
"DHVSD","Deerhorn Val",-116.7622,32.6870,727,"MESOWEST","209699"
"WCVSD","Wisecarver",-116.7620,32.7320,778,"MESOWEST","209700"
"OGVSD","Oak Grove",-116.7882,33.3919,842,"MESOWEST","209701"
"SILSD","Sill Hill",-116.6428,32.9541,1084,"MESOWEST","209703"
"ANESD","Alpine",-116.7733,32.8271,549,"MESOWEST","209705"
"SYCSD","Sycamore Can",-117.0296,32.9143,316,"MESOWEST","209706"
"ORTSD","Oretega",-117.5138,33.5696,329,"MESOWEST","209707"
"LKWSD","Lake Wohlfor",-116.9947,33.1780,500,"MESOWEST","209708"
"MPESD","Camp Elliot",-117.1191,32.8522,135,"MESOWEST","209709"
"CWDSD","Crestwood",-116.3683,32.7008,1246,"MESOWEST","209712"
"RNBSD","Rainbow",-117.1441,33.4189,322,"MESOWEST","209713"
"IKPSD","In Ko Pah",-116.1183,32.6360,981,"MESOWEST","209714"
"POVSD","Pamo Valley",-116.8481,33.1434,308,"MESOWEST","209716"
"SSOSD","Sunset Oaks",-116.8137,33.0745,712,"MESOWEST","209719"
"HMDSD","Hidden Meado",-117.0942,33.2265,415,"MESOWEST","209724"
"HVWSD","Highland Val",-116.9901,33.0671,347,"MESOWEST","209725"
"RPOSD","Round Potrer",-116.6315,32.6479,803,"MESOWEST","209726"
"PIHSD","Pine Hills",-116.6369,33.0494,1237,"MESOWEST","209727"
"PCTSD","Pacific Cres",-116.4669,32.5942,855,"MESOWEST","209730"
"CHHSD","Chihuahua Va",-116.6608,33.3862,1328,"MESOWEST","209732"
"MLGSD","Mt. Laguna",-116.4236,32.8783,1769,"MESOWEST","209734"
"HVLSD","High Valley",-116.9922,32.9966,441,"MESOWEST","209735"
"LHCSD","Lower Hellho",-116.9593,33.2204,563,"MESOWEST","209737"
"LDCSD","Linea del Ci",-117.2281,32.9974,105,"MESOWEST","209738"
"STTSD","Shockey Truc",-116.4236,32.6339,880,"MESOWEST","209740"
"EWNSD","East Warners",-116.6207,33.2265,988,"MESOWEST","209741"
"PTZSD","Peutz Valley",-116.7680,32.8594,488,"MESOWEST","209742"
"WCKSD","Witch Creek",-116.7379,33.0727,767,"MESOWEST","209744"
"CIRSD","Circle R",-117.1457,33.2856,199,"MESOWEST","209745"
"VMTSD","Viejas Mtn T",-116.7424,32.8539,802,"MESOWEST","209748"
"SPPSD","Spangler Pea",-116.7893,32.9973,528,"MESOWEST","209749"
"PCKSD","Pauma Creek",-116.9809,33.3289,315,"MESOWEST","209751"
"FBKSD","Fallbrook",-117.1672,33.3547,290,"MESOWEST","209752"
"TCNSD","Tecolote Can",-117.1841,32.7912,83,"MESOWEST","209753"
"MIGSD","San Miguel",-116.9801,32.6847,152,"MESOWEST","209754"
"MGYSD","Mataguay",-116.6997,33.2233,860,"MESOWEST","209755"
"CCRSD","Cuca Ranch",-116.9130,33.3013,766,"MESOWEST","209757"
"AVOSD","Avocado",-117.2547,33.3926,200,"MESOWEST","209758"
"LPTSD","La Posta",-116.4040,32.7138,1219,"MESOWEST","209759"
"OTMSD","Otay Mountai",-116.8434,32.5993,1024,"MESOWEST","209760"
"PMTSD","Paradise Mou",-116.9297,33.2032,674,"MESOWEST","209763"
"MGRSD","Mussey Grade",-116.9081,32.9863,486,"MESOWEST","209764"
"VJSSD","Viejas",-116.7044,32.8456,715,"MESOWEST","209766"
"LCMSD","Lake Cuyamac",-116.5952,32.9974,1463,"MESOWEST","209767"
"PMASD","Pauma",-117.0035,33.3124,227,"MESOWEST","209768"
"GTYSD","Guatay",-116.5743,32.8552,1190,"MESOWEST","209769"
"NATSD","National Cit",-117.0967,32.6543,4,"MESOWEST","209771"
"WALSD","West Alpine",-116.7995,32.8301,481,"MESOWEST","209772"
"SPVSD","San Pasqual",-116.9548,33.0930,128,"MESOWEST","209773"
"BVDSD","Boulevard We",-116.2889,32.6621,1038,"MESOWEST","209775"
"SVLSD","Skye Valley",-116.7024,32.7208,682,"MESOWEST","209776"
"DEHSD","Dehesa",-116.8353,32.7869,232,"MESOWEST","209779"
"BVYSD","Blossom Vall",-116.8425,32.8683,363,"MESOWEST","209780"
"CSTSD","Crest",-116.8543,32.8115,452,"MESOWEST","209782"
"NHGSD","Nate Harriso",-116.9620,33.3222,554,"MESOWEST","209784"
"SDRSD","San Dieguito",-117.1692,33.0231,76,"MESOWEST","209786"
"DZRSD","Dulzura",-116.7581,32.6149,442,"MESOWEST","209787"
"PVDSD","Palo Verde",-116.7341,32.8131,559,"MESOWEST","209789"
"LAGSD","Laguna",-116.4721,32.8454,1535,"MESOWEST","209790"
"BLUSD","Blue Sky",-117.0051,33.0151,246,"MESOWEST","209791"
"NRWSD","Narrows Sub",-116.2940,33.1371,234,"MESOWEST","209793"
"MADSD","Maderas",-117.0296,33.0408,190,"MESOWEST","209798"
"YSASD","Santa Ysabel",-116.6717,33.1132,923,"MESOWEST","209799"
"OLVSD","Olivenhain",-117.1300,33.0801,356,"MESOWEST","209800"
"COYSD","Los Coyotes",-116.5854,33.2582,1161,"MESOWEST","209802"
"CPOSD","Campo",-116.4929,32.5990,742,"MESOWEST","209803"
"WDCSD","West Descans",-116.6300,32.8495,1182,"MESOWEST","209805"
"A3796","Portland - S",-122.7721,45.7685,5,"MESOWEST","209807"
"AN844","Santa Cruz A",-121.9882,36.9833,28,"MESOWEST","209808"
"AN839","Big Piney",-110.0992,42.4867,2081,"MESOWEST","209809"
"A3555","RYDER",-101.5716,47.9409,661,"MESOWEST","209811"
"A1152","Eagle Pass C",-100.4512,28.7046,253,"MESOWEST","209813"
"AN455","San Antonio",-98.6200,29.5150,277,"MESOWEST","209818"
"A3831","Yellowstone-",-110.8310,44.3731,2511,"MESOWEST","209819"
"AN684","Pinedale Gas",-109.8708,42.8698,2190,"MESOWEST","209825"
"A1130","Forest Park",-90.2811,38.6311,159,"MESOWEST","209826"
"AN406","Burdens Cree",-78.8747,35.8894,92,"MESOWEST","209827"
"AN829","Viking Lake",-95.0450,40.9700,366,"MESOWEST","209828"
"A1902","Paul Meyer",-115.2533,36.1064,734,"MESOWEST","209831"
"AN394","Wash. Crossi",-74.8729,40.3125,59,"MESOWEST","209837"
"AN603","Audubon C38",-97.8723,30.4832,329,"MESOWEST","209840"
"AN525","Houston Milb",-95.2606,29.7064,8,"MESOWEST","209841"
"AN760","Hagerstown",-77.7219,39.5656,157,"MESOWEST","209847"
"AN196","Gary-IITRI",-87.3047,41.6067,188,"MESOWEST","209850"
"AN729","Horicon Wild",-88.6211,43.4661,271,"MESOWEST","209859"
"A1884","GreenValley",-115.0529,36.0487,562,"MESOWEST","209869"
"AN596","Keller C17",-97.2821,32.9225,256,"MESOWEST","209877"
"A1048","SENEY",-85.9503,46.2889,212,"MESOWEST","209878"
"AN392","Flemington",-74.8068,40.5153,44,"MESOWEST","209881"
"A1053","FLINT",-83.6694,43.0289,227,"MESOWEST","209895"
"AN203","St. Philips",-87.7183,38.0053,127,"MESOWEST","209896"
"A3662","Sheridan",-106.8472,44.9340,1133,"MESOWEST","209902"
"A1683","Rider Trail",-90.4488,38.7526,155,"MESOWEST","209903"
"AN347","WEST ALTON",-90.2264,38.8725,129,"MESOWEST","209906"
"AN281","CHICOPEE",-72.5556,42.1944,79,"MESOWEST","209909"
"A1660","ROLAND",-94.5244,35.4081,143,"MESOWEST","209915"
"A1064","GRAND RAPIDS",-85.6711,42.9847,189,"MESOWEST","209917"
"AN819","Emmetsburg:",-94.6933,43.1233,378,"MESOWEST","209919"
"A3579","Lake Ilo",-102.6460,47.3426,676,"MESOWEST","209920"
"AN454","Killeen C104",-97.6797,31.0880,250,"MESOWEST","209924"
"A3623","Billlings Lo",-108.4266,45.8064,956,"MESOWEST","209925"
"AN457","Camp Bullis",-98.5650,29.6322,320,"MESOWEST","209929"
"AN231","Mackville",-85.0485,37.7046,287,"MESOWEST","209943"
"A1062","DETROIT - JO",-83.3300,42.3200,195,"MESOWEST","209945"
"A3768","BAYVIEW",-76.7400,35.4280,5,"MESOWEST","209946"
"AN573","Corpus Chris",-97.4343,27.7653,14,"MESOWEST","209948"
"A3628","Hamilton PS",-114.1589,46.2436,1090,"MESOWEST","209950"
"A3601","French Town",-114.2243,47.0129,928,"MESOWEST","209952"
"AN284","E. Milton -",-71.1144,42.2117,189,"MESOWEST","209953"
"A1140","Palo Duro",-101.6649,34.8803,1058,"MESOWEST","209954"
"AN459","Calaveras La",-98.3117,29.2753,151,"MESOWEST","209956"
"A3784","Cades Cove -",-83.7836,35.6031,565,"MESOWEST","209960"
"A1200","Mesa - Brook",-111.8651,33.4105,368,"MESOWEST","209962"
"A3371","Joe Neal",-115.2383,36.2706,709,"MESOWEST","209963"
"AN097","Gothic",-106.9858,38.9564,2917,"MESOWEST","209966"
"A1978","Fountain Hil",-111.7253,33.6110,505,"MESOWEST","209967"
"A1792","Houston Nort",-95.3877,29.8145,21,"MESOWEST","209969"
"AN001","Sand Mountai",-85.9701,34.2890,344,"MESOWEST","209970"
"A1856","Near Road OK",-97.5777,35.5030,368,"MESOWEST","209976"
"A3686","GARINGER",-80.7831,35.2411,234,"MESOWEST","209979"
"A1712","Garden City",-116.2694,43.6479,801,"MESOWEST","209982"
"AN387","Concord",-71.5145,43.2185,108,"MESOWEST","209983"
"A1327","Kimberly",-114.2130,42.3320,1553,"MESOWEST","209990"
"A1935","Fargo NW",-96.8547,46.9336,271,"MESOWEST","209995"
"A1346","Payson Well",-111.3297,34.2293,1489,"MESOWEST","209997"
"AN487","Pilot Point",-96.9437,33.4107,210,"MESOWEST","209998"
"A3338","Horn Point",-76.1408,38.5876,4,"MESOWEST","210003"
"A1633","Redwash",-109.3532,40.2044,1701,"MESOWEST","210006"
"AN685","Pinedale",-109.7880,42.9288,2389,"MESOWEST","210007"
"AN272","Rockville",-77.1069,39.1144,121,"MESOWEST","210009"
"AN024","Caddo Valley",-93.0988,34.1795,79,"MESOWEST","210012"
"AN266","Fair Hill",-75.8600,39.7011,114,"MESOWEST","210013"
"AN270","Aldino",-76.2039,39.5633,121,"MESOWEST","210016"
"A1073","OTISVILLE",-83.4617,43.1683,256,"MESOWEST","210019"
"A3765","Voyageurs NP",-92.8292,48.4128,429,"MESOWEST","210021"
"A3794","Indio-29 Pal",-116.1897,33.7197,-7,"MESOWEST","210027"
"A2707","Baytown Gart",-94.9838,29.8233,15,"MESOWEST","210034"
"A1158","Larwill",-85.6294,41.1697,285,"MESOWEST","210035"
"A3651","Kalispell Fl",-114.3056,48.2025,905,"MESOWEST","210036"
"A1526","Seattle-10th",-122.3197,47.5972,40,"MESOWEST","210038"
"AN563","Kaufman C71",-96.3175,32.5650,137,"MESOWEST","210039"
"A2757","Casino Cente",-115.1398,36.1744,617,"MESOWEST","210040"
"AN399","Connecticut",-76.6538,42.4006,525,"MESOWEST","210042"
"A2159","ROCKWELL",-80.3950,35.5519,231,"MESOWEST","210043"
"AN608","Victoria C87",-97.0056,28.8358,32,"MESOWEST","210044"
"AN597","Grapevine Fa",-97.0637,32.9843,178,"MESOWEST","210050"
"AN317","Unionville",-83.3600,43.6100,201,"MESOWEST","210051"
"AN775","Moxa Arch",-109.7897,41.7506,1971,"MESOWEST","210052"
"A2741","Plummer",-86.9900,38.9856,164,"MESOWEST","210053"
"A1304","South Reno",-119.7754,39.4692,1355,"MESOWEST","210058"
"A3632","Seeley Eleme",-113.4762,47.1756,1233,"MESOWEST","210062"
"A1294","Rocky Mtn NP",-105.5453,40.2778,2749,"MESOWEST","210063"
"A3776","Great Basin",-114.2158,39.0053,2060,"MESOWEST","210064"
"AN445","Laurel Hill",-79.2514,39.9878,616,"MESOWEST","210066"
"A1094","Omak-Colvill",-119.5190,48.4000,260,"MESOWEST","210068"
"AN792","Cheyenne NCo",-104.7783,41.1822,1860,"MESOWEST","210069"
"A1292","Amarillo 24t",-101.7874,35.2367,1120,"MESOWEST","210073"
"AN514","Northwest Ha",-95.6739,30.0394,52,"MESOWEST","210077"
"A1757","Fort Worth C",-97.3380,32.6647,216,"MESOWEST","210081"
"A2859","Port Arthur",-93.9622,29.8486,5,"MESOWEST","210085"
"AN489","Odessa Hays",-102.3419,31.8367,880,"MESOWEST","210087"
"A3597","NCORE",-111.9872,46.8505,1192,"MESOWEST","210089"
"AN447","Providence",-71.4150,41.8081,0,"MESOWEST","210092"
"A3658","Butte Greely",-112.5009,46.0024,1678,"MESOWEST","210095"
"AN264","Padonia",-76.6316,39.4620,117,"MESOWEST","210102"
"AN625","North Bend-N",-121.7727,47.4902,139,"MESOWEST","210106"
"AN856","BROADWAY (So",-90.2636,38.5425,139,"MESOWEST","210108"
"A3795","Portland - S",-122.5882,45.2593,170,"MESOWEST","210109"
"AN594","Eagle Mounta",-97.4764,32.9881,243,"MESOWEST","210112"
"A1195","Floresville",-98.1481,29.1307,126,"MESOWEST","210115"
"AN631","Seattle-Beac",-122.3086,47.5682,102,"MESOWEST","210116"
"AN393","Rider Univer",-74.7427,40.2831,34,"MESOWEST","210120"
"AN790","STILWELL CAS",-94.6697,35.7506,304,"MESOWEST","210121"
"AN853","Buick NE",-91.1165,37.6521,422,"MESOWEST","210123"
"AN541","Seabrook Fri",-95.0156,29.5831,7,"MESOWEST","210127"
"AN593","Tyler Airpor",-95.4158,32.3440,168,"MESOWEST","210136"
"AN595","Ft. Worth No",-97.3566,32.8058,202,"MESOWEST","210142"
"A3745","Candor FRO",-79.8635,35.2632,136,"MESOWEST","210143"
"AN676","WAUKESHA - C",-88.2150,43.0203,261,"MESOWEST","210144"
"AN871","Parklane",-80.9622,34.0939,105,"MESOWEST","210145"
"AN671","SHEBOYGAN",-87.7161,43.6650,176,"MESOWEST","210147"
"AN854","Branch Stree",-90.1898,38.6564,129,"MESOWEST","210148"
"A3679","Ute 3",-107.8702,37.1026,1944,"MESOWEST","210149"
"A1338","Fairhaven2",-70.8980,41.6454,-3,"MESOWEST","210160"
"AN352","Ladue",-90.3505,38.6503,160,"MESOWEST","210166"
"AN342","ARNOLD",-90.3984,38.4486,187,"MESOWEST","210167"
"A1065","YPSILANTI",-83.5997,42.2400,232,"MESOWEST","210170"
"A3061","Richland Sou",-96.3520,31.9041,105,"MESOWEST","210174"
"A3668","TRINITY ST M",-83.1294,42.2958,178,"MESOWEST","210178"
"AN644","Toppenish-Ya",-120.3326,46.3802,231,"MESOWEST","210180"
"AN857","Lapwai",-116.8062,46.3972,319,"MESOWEST","210181"
"AN667","HARRINGTON B",-87.8100,43.4981,210,"MESOWEST","210182"
"AN009","Central Phoe",-112.0460,33.4579,337,"MESOWEST","210183"
"AN746","Choctaw",-97.3022,35.4778,372,"MESOWEST","210185"
"AN420","Oxford",-84.7286,39.5327,259,"MESOWEST","210189"
"A4535","Olancha",-118.0117,36.2806,1122,"MESOWEST","210213"
"A2731","Humboldt Mou",-111.7987,33.9828,1543,"MESOWEST","210214"
"A1069","COLOMA",-86.3097,42.1978,196,"MESOWEST","210215"
"A2327","Converse Cou",-105.5000,43.1000,1650,"MESOWEST","210217"
"AN515","Jacinto Port",-95.1050,29.7761,12,"MESOWEST","210220"
"A1355","Nogales Post",-110.9367,31.3372,1182,"MESOWEST","210222"
"A1315","MILWAUKEE CO",-87.9343,42.9326,228,"MESOWEST","210223"
"A3404","Jean",-115.3571,35.7857,923,"MESOWEST","210229"
"AN820","Iowa City: H",-91.5035,41.6582,226,"MESOWEST","210230"
"A3775","Chaco Cultur",-107.9042,36.0350,1965,"MESOWEST","210231"
"AN821","Waterloo: Wa",-92.3158,42.5014,269,"MESOWEST","210237"
"A1119","NewCastle",-104.1919,43.8814,1490,"MESOWEST","210238"
"AN461","Fair Oaks Ra",-98.6256,29.7300,409,"MESOWEST","210241"
"A3622","Rossiter Pum",-112.0131,46.6588,1132,"MESOWEST","210243"
"A3446","Juel Spring",-109.5630,42.3730,2129,"MESOWEST","210244"
"A3630","Jackson NCOR",-90.1827,32.3291,103,"MESOWEST","210246"
"A1041","DEARBORN",-83.1500,42.3075,179,"MESOWEST","210250"
"AN021","Blue Point S",-111.6093,33.5455,433,"MESOWEST","210251"
"AN330","Coffeeville",-89.7990,34.0026,136,"MESOWEST","210253"
"AN562","Cleburne Air",-97.4368,32.3536,259,"MESOWEST","210258"
"A3661","Libby Courth",-115.5480,48.3841,637,"MESOWEST","210260"
"AN485","Dallas Redbi",-96.8717,32.6767,207,"MESOWEST","210261"
"A1155","Crockett",-83.0662,37.9214,376,"MESOWEST","210262"
"A3797","Prineville -",-120.8448,44.2998,874,"MESOWEST","210265"
"AN449","Narragansett",-71.4219,41.4942,-12,"MESOWEST","210267"
"A1080","ALLEN PARK",-83.2092,42.2283,183,"MESOWEST","210272"
"A3813","Rocky Mounta",-105.5453,40.2778,2749,"MESOWEST","210273"
"AN814","Hoxeyville",-85.7390,44.1809,293,"MESOWEST","210276"
"A3147","Ute 1",-107.6286,37.1368,1993,"MESOWEST","210283"
"A3760","Mammoth Cave",-86.1481,37.1314,235,"MESOWEST","210292"
"AN551","Beaumont C2/",-94.0747,30.0394,9,"MESOWEST","210293"
"A1340","Hayden Globe",-110.7655,33.0025,605,"MESOWEST","210294"
"AN837","Herculaneum:",-90.3797,38.2634,137,"MESOWEST","210295"
"AN586","Corpus Chris",-97.4136,27.8036,10,"MESOWEST","210299"
"AN496","Chamizal C41",-106.4550,31.7656,1124,"MESOWEST","210300"
"A1386","Whiterocks",-109.9062,40.4838,1895,"MESOWEST","210301"
"AN655","MANITOWOC",-87.6161,44.1386,183,"MESOWEST","210302"
"AN827","Lake Sugema",-92.0061,40.6933,225,"MESOWEST","210303"
"AN512","Houston Aldi",-95.3261,29.9011,23,"MESOWEST","210305"
"A1045","EVANS",-85.4167,43.1767,273,"MESOWEST","210307"
"AN282","WARE",-72.3344,42.2983,301,"MESOWEST","210313"
"A2888","Franklin Oak",-96.4819,31.1689,140,"MESOWEST","210314"
"A3822","Dinosaur Nat",-109.3047,40.4372,1463,"MESOWEST","210317"
"AN851","Troost",-94.5706,39.1047,289,"MESOWEST","210319"
"A2143","Tacoma-S 36t",-122.4626,47.2263,105,"MESOWEST","210320"
"A1352","Yuma Supersi",-114.6144,32.6903,59,"MESOWEST","210325"
"AN557","Hamshire C64",-94.3178,29.8640,8,"MESOWEST","210327"
"AN228","Konza Prairi",-96.6096,39.1021,347,"MESOWEST","210333"
"A3408","Palo Verde",-115.3327,36.1734,931,"MESOWEST","210336"
"A1123","South Pass",-108.7203,42.5275,2527,"MESOWEST","210338"
"A3647","Lewistown",-109.4553,47.0485,1259,"MESOWEST","210339"
"A3672","Bar Harbor -",-68.2272,44.3517,455,"MESOWEST","210343"
"A1076","HOUGHTON LAK",-84.8919,44.3106,345,"MESOWEST","210346"
"AN549","Greenville C",-96.1156,33.1531,165,"MESOWEST","210350"
"AN678","Thunder Basi",-105.2875,44.6633,1182,"MESOWEST","210351"
"A3696","Sidney 201",-104.6769,47.8679,710,"MESOWEST","210356"
"A2949","Borger FM 15",-101.4397,35.6761,950,"MESOWEST","210357"
"A1644","Seattle-Duwa",-122.3405,47.5620,5,"MESOWEST","210358"
"A3799","Burns - Wash",-119.0483,43.5893,1268,"MESOWEST","210359"
"AN189","Flora",-86.5531,40.5406,217,"MESOWEST","210362"
"A1085","OAK PARK",-83.1833,42.4631,204,"MESOWEST","210363"
"AN386","Miller State",-71.8786,42.8618,687,"MESOWEST","210364"
"A1354","Hayden",-110.7865,33.0063,623,"MESOWEST","210372"
"A3282","Dysart",-112.3394,33.6369,360,"MESOWEST","210381"
"A1478","Alamo Lake",-113.5586,34.2439,392,"MESOWEST","210383"
"AN815","Columbia",-75.0678,40.9246,149,"MESOWEST","210391"
"A1530","Johnson Coun",-97.1691,32.4702,210,"MESOWEST","210403"
"AN542","Houston Caes",-95.2533,29.6842,12,"MESOWEST","210404"
"A3198","Amarillo Xce",-101.7418,35.3163,1075,"MESOWEST","210405"
"AN686","Wamsutter",-108.0242,41.6778,2049,"MESOWEST","210407"
"AN503","Socorro Huec",-106.2877,31.6675,1113,"MESOWEST","210409"
"AN215","PUBLIC HEALT",-91.6878,41.9767,227,"MESOWEST","210410"
"A2872","Cookville FM",-94.8474,33.0752,111,"MESOWEST","210412"
"A3104","Bennington",-73.2497,42.8875,240,"MESOWEST","210416"
"A1052","KALAMAZOO",-85.5419,42.2781,237,"MESOWEST","210419"
"AN639","Darrington-F",-121.6031,48.2468,172,"MESOWEST","210420"
"AN574","Corpus Chris",-97.5558,27.8333,21,"MESOWEST","210422"
"A2961","Palm Springs",-116.5410,33.8526,174,"MESOWEST","210424"
"AN129","Indian River",-80.4554,27.8492,0,"MESOWEST","210434"
"A3800","Medford MTV",-122.9102,42.3420,408,"MESOWEST","210447"
"A2523","Vancouver-Bl",-122.5166,45.6166,95,"MESOWEST","210450"
"A3770","Mt. Washingt",-71.2176,44.3081,452,"MESOWEST","210452"
"A1362","Sheboygan-Ha",-87.7919,43.8152,223,"MESOWEST","210460"
"AN621","Prince Edwar",-78.3100,37.1700,146,"MESOWEST","210463"
"A1261","Boston-Von H",-71.0561,42.3252,7,"MESOWEST","210473"
"AN287","Boston - Rox",-71.0825,42.3294,10,"MESOWEST","210476"
"AN388","Portsmouth",-70.7480,43.0754,3,"MESOWEST","210483"
"AN460","Elm Creek El",-98.7244,29.2767,193,"MESOWEST","210484"
"AN813","Daniel South",-110.0547,42.7914,2168,"MESOWEST","210485"
"AN004","North Phoeni",-112.0663,33.5603,381,"MESOWEST","210496"
"A1082","HOLLAND",-86.1486,42.7678,194,"MESOWEST","210497"
"AN278","LYNN",-70.9719,42.4747,56,"MESOWEST","210498"
"AN265","Essex",-76.4744,39.3108,14,"MESOWEST","210501"
"E5807","EW5807 Sprin",-115.6000,40.7000,1710,"MESOWEST","210502"
"E4585","EW4585 Tipto",-86.0458,40.2875,266,"MESOWEST","210506"
"AN587","West Orange",-93.7617,30.0844,6,"MESOWEST","210510"
"A1168","UNIONCROSS",-80.1439,36.0508,284,"MESOWEST","210517"
"A1077","CASSOPOLIS",-86.0017,41.8956,271,"MESOWEST","210524"
"A3808","La Grande Ha",-118.0778,45.3235,841,"MESOWEST","210529"
"A3747","Chiricahua N",-109.3892,32.0092,1566,"MESOWEST","210534"
"AN561","Nederland C1",-94.0111,29.9786,8,"MESOWEST","210536"
"F4043","FW4043 Thomp",-95.6317,29.4800,24,"MESOWEST","210537"
"A2668","Lubbock 12th",-101.7870,33.5853,978,"MESOWEST","210543"
"F6744","FW6744 Glen",-77.5007,37.6558,63,"MESOWEST","210546"
"C4845","CW4845 South",-74.0812,39.9094,3,"MESOWEST","210548"
"AN381","Keene",-72.2723,42.9305,147,"MESOWEST","210552"
"A3786","Clingmans Do",-83.4981,35.5628,2018,"MESOWEST","210554"
"A1349","Dallas LBJ F",-96.7536,32.9212,179,"MESOWEST","210555"
"A2246","Moscow",-116.9546,46.7282,795,"MESOWEST","210556"
"D5833","DW5833 Chich",-71.4143,43.2115,210,"MESOWEST","210557"
"A3616","LANSING FILL",-84.5629,42.7614,256,"MESOWEST","210559"
"A1068","JENISON",-85.8528,42.8944,196,"MESOWEST","210560"
"AN205","Salamonie Re",-85.6611,40.8160,249,"MESOWEST","210566"
"A3421","Walter Johns",-115.2630,36.1698,773,"MESOWEST","210567"
"A3694","La Porte Air",-95.0633,29.6669,8,"MESOWEST","210569"
"A3570","Malta",-107.8625,48.3175,768,"MESOWEST","210572"
"A3631","DCNearRoad",-76.9534,38.8948,11,"MESOWEST","210574"
"A1332","Pinehurst",-116.2369,47.5367,677,"MESOWEST","210575"
"AN748","North OKC",-97.4722,35.6128,357,"MESOWEST","210578"
"E0294","EW0294 Embde",-69.9680,44.8815,130,"MESOWEST","210579"
"AN210","Clinton: Cha",-90.2119,41.8231,188,"MESOWEST","210580"
"AN002","West Phoenix",-112.1426,33.4838,334,"MESOWEST","210582"
"A1145","Harlingen Te",-97.7125,26.2003,16,"MESOWEST","210592"
"D9761","DW9761 Wayne",-89.0400,40.2553,227,"MESOWEST","210595"
"A3584","Kirkwood",-120.0727,38.6908,2373,"MESOWEST","210601"
"A1039","BAY CITY",-83.8908,43.5714,181,"MESOWEST","210602"
"C8046","CW8046 North",-81.9218,33.6048,140,"MESOWEST","210603"
"AN414","Candor",-79.8400,35.2600,160,"MESOWEST","210604"
"A1088","Kennewick-Me",-119.2015,46.2183,156,"MESOWEST","210605"
"A1164","Muscatine: H",-91.0684,41.4014,168,"MESOWEST","210614"
"AS062","K9MWM-1 Glen",-107.3353,39.5632,1798,"MESOWEST","210616"
"A3356","Frisco Euban",-96.8288,33.1447,198,"MESOWEST","210617"
"A3586","Columbia Fal",-114.1893,48.3637,927,"MESOWEST","210620"
"AN576","Corpus Chris",-97.4314,27.8042,9,"MESOWEST","210623"
"E5834","EW5834 Rossv",-89.5300,35.0297,114,"MESOWEST","210625"
"AN501","El Paso Lowe",-106.3561,31.7039,1116,"MESOWEST","210629"
"A3678","Manteca",-121.2208,37.8027,12,"MESOWEST","210630"
"AN193","Mechanicsbur",-85.5236,40.0117,310,"MESOWEST","210635"
"E3330","EW3330 Wayne",-74.2660,41.0055,84,"MESOWEST","210636"
"A3692","Higley",-111.7200,33.3099,393,"MESOWEST","210637"
"D9113","DW9113 Manis",-86.3355,44.2272,202,"MESOWEST","210641"
"AN413","Coweeta",-83.4306,35.0608,696,"MESOWEST","210643"
"A3801","Grants Pass",-123.3485,42.4341,279,"MESOWEST","210644"
"AN271","Millington",-75.7972,39.3052,23,"MESOWEST","210645"
"AN059","Portola",-120.4717,39.8083,1476,"MESOWEST","210649"
"A3785","Cove Mountai",-83.6089,35.6967,1229,"MESOWEST","210652"
"A1138","Casper Gaseo",-106.3650,42.8223,1589,"MESOWEST","210653"
"E5647","EW5647 Trans",-80.4203,41.3038,326,"MESOWEST","210654"
"AN861","St. Joseph",-94.8583,39.7417,251,"MESOWEST","210656"
"AN175","Stockton",-89.9997,42.2869,282,"MESOWEST","210661"
"A3783","Look Rock -",-83.9422,35.6322,786,"MESOWEST","210662"
"AN166","West Union",-87.6684,39.2109,147,"MESOWEST","210667"
"AR588","KD5MWL-2 Mon",-92.0043,32.5446,24,"MESOWEST","210669"
"A2410","Salmon PM2.5",-113.8930,45.1787,1198,"MESOWEST","210671"
"AN442","Kane Exp. Fo",-78.7674,41.5980,626,"MESOWEST","210672"
"AN497","El Paso Womb",-106.4132,31.7759,1148,"MESOWEST","210675"
"A3167","Hallsville R",-94.4815,32.4702,123,"MESOWEST","210679"
"AN458","CPS Pecan Va",-98.4311,29.4072,190,"MESOWEST","210681"
"AN518","Galena Park",-95.2382,29.7343,12,"MESOWEST","210684"
"A3655","Fort Lee Nea",-73.9661,40.8536,92,"MESOWEST","210685"
"AN591","Rockwall Hea",-96.4592,32.9361,173,"MESOWEST","210687"
"F4825","FW4825 Sprin",-89.6930,39.8240,173,"MESOWEST","210688"
"AN403","Beaufort",-76.6203,34.8848,2,"MESOWEST","210694"
"C8122","CW8122 Rio R",-106.6470,35.2419,1609,"MESOWEST","210695"
"AN589","Parker Count",-97.9058,32.8686,358,"MESOWEST","210697"
"A1372","Austin North",-97.6917,30.3539,205,"MESOWEST","210705"
"A1848","Howard Count",-76.8462,39.1432,90,"MESOWEST","210714"
